City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Hualmay,PE,-11.0964,-77.6139,66.78,79,49,9.84,scattered clouds
698,Buchanan,LR,5.8808,-10.0467,78.76,86,99,5.86,light rain
699,Ouesso,CG,1.6136,16.0517,71.11,99,98,3.98,overcast clouds
700,Xuanhua,CN,40.6103,115.0447,43.07,48,0,3.65,clear sky
701,General Pico,AR,-35.6566,-63.7568,67.6,57,98,2.26,light rain
702,Libreville,GA,0.3925,9.4537,78.82,94,40,4.61,scattered clouds
703,Lubao,PH,14.9167,120.55,81.14,92,97,5.84,overcast clouds
704,Roche-La-Moliere,FR,45.4341,4.3228,51.42,87,75,3.44,broken clouds
705,Limbang,MY,4.75,115.0,80.91,97,100,2.17,overcast clouds
706,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,39.79,100,90,13.42,light intensity shower rain
707,Conde,BR,-7.2597,-34.9075,80.06,74,20,10.36,few clouds
708,Port Blair,IN,11.6667,92.75,80.73,83,100,17.02,overcast clouds
709,Lakes Entrance,AU,-37.8811,147.981,43.57,91,18,8.59,few clouds
710,Lang Suan,TH,9.9456,99.0785,78.48,87,74,7.36,heavy intensity rain
711,Exu,BR,-7.5119,-39.7242,93.61,24,91,2.8,overcast clouds
